angry0,box0,disgust0,fear0,happy0,neutral0,sad0,surprise0
0.11,"[841, 200, 284, 355]",0.0,0.15,0.0,0.28,0.44,0.02
0.15,"[842, 200, 283, 354]",0.0,0.11,0.0,0.29,0.42,0.02
0.15,"[842, 200, 283, 354]",0.0,0.12,0.0,0.29,0.42,0.02
0.11,"[828, 184, 293, 372]",0.0,0.16,0.0,0.15,0.57,0.01
0.11,"[828, 184, 293, 372]",0.0,0.16,0.0,0.15,0.56,0.01
0.11,"[828, 184, 293, 372]",0.0,0.16,0.0,0.15,0.56,0.01
0.14,"[843, 199, 281, 353]",0.0,0.15,0.0,0.23,0.46,0.02
0.09,"[828, 183, 293, 372]",0.0,0.15,0.0,0.17,0.59,0.01
0.11,"[828, 184, 293, 372]",0.0,0.15,0.0,0.23,0.5,0.01
0.1,"[827, 183, 295, 373]",0.0,0.15,0.0,0.21,0.53,0.01
0.1,"[827, 183, 295, 373]",0.0,0.15,0.0,0.21,0.53,0.01
0.14,"[842, 198, 281, 356]",0.0,0.14,0.0,0.33,0.36,0.02
0.15,"[842, 198, 281, 356]",0.0,0.14,0.0,0.33,0.36,0.02
0.1,"[839, 195, 283, 360]",0.0,0.14,0.0,0.27,0.45,0.04
0.1,"[839, 195, 283, 360]",0.0,0.14,0.0,0.27,0.45,0.04
0.1,"[839, 195, 283, 360]",0.0,0.14,0.0,0.27,0.45,0.04
0.07,"[828, 187, 295, 375]",0.0,0.16,0.0,0.26,0.47,0.05
0.07,"[828, 187, 295, 375]",0.0,0.16,0.0,0.26,0.47,0.05
0.06,"[828, 187, 295, 373]",0.0,0.16,0.0,0.25,0.49,0.04
0.07,"[828, 186, 295, 374]",0.0,0.14,0.0,0.29,0.45,0.05
0.07,"[828, 186, 295, 374]",0.0,0.14,0.0,0.29,0.45,0.05
0.05,"[828, 187, 294, 372]",0.0,0.15,0.0,0.3,0.45,0.04
0.05,"[828, 187, 294, 372]",0.0,0.15,0.0,0.31,0.44,0.04
0.07,"[827, 187, 295, 371]",0.0,0.14,0.0,0.32,0.42,0.04
0.07,"[827, 187, 295, 371]",0.0,0.14,0.0,0.32,0.42,0.04
0.07,"[827, 187, 295, 371]",0.0,0.14,0.0,0.32,0.42,0.04
0.06,"[826, 185, 297, 373]",0.0,0.12,0.0,0.35,0.43,0.04
0.06,"[826, 185, 297, 373]",0.0,0.12,0.0,0.35,0.43,0.04
0.06,"[827, 185, 296, 374]",0.0,0.12,0.0,0.36,0.41,0.04
0.08,"[827, 185, 296, 373]",0.0,0.12,0.0,0.37,0.39,0.04
0.08,"[827, 185, 296, 372]",0.0,0.12,0.0,0.32,0.43,0.05
0.07,"[827, 184, 296, 373]",0.0,0.11,0.0,0.32,0.45,0.05
0.07,"[827, 184, 296, 373]",0.0,0.11,0.0,0.32,0.45,0.05
0.11,"[842, 200, 282, 354]",0.0,0.19,0.0,0.4,0.26,0.04
0.11,"[842, 200, 282, 354]",0.0,0.18,0.0,0.4,0.26,0.04
0.11,"[842, 200, 282, 354]",0.0,0.18,0.0,0.41,0.26,0.04
0.08,"[840, 196, 283, 359]",0.0,0.19,0.0,0.36,0.32,0.05
0.08,"[840, 196, 283, 359]",0.0,0.2,0.0,0.35,0.33,0.05
0.07,"[841, 200, 282, 354]",0.0,0.17,0.0,0.47,0.26,0.03
0.07,"[841, 200, 282, 354]",0.0,0.16,0.0,0.48,0.26,0.02
0.07,"[841, 200, 282, 354]",0.0,0.16,0.0,0.48,0.26,0.02
0.08,"[840, 200, 282, 353]",0.0,0.17,0.0,0.46,0.27,0.02
0.08,"[840, 200, 282, 353]",0.0,0.17,0.0,0.47,0.27,0.02
0.08,"[839, 199, 283, 353]",0.0,0.18,0.0,0.42,0.29,0.04
0.08,"[839, 199, 283, 353]",0.0,0.18,0.0,0.42,0.29,0.04
0.08,"[839, 199, 283, 353]",0.0,0.18,0.0,0.42,0.29,0.04
0.07,"[839, 199, 282, 354]",0.0,0.14,0.0,0.48,0.28,0.02
0.07,"[839, 199, 282, 354]",0.0,0.14,0.0,0.48,0.28,0.02
0.07,"[840, 199, 281, 355]",0.0,0.13,0.0,0.54,0.23,0.03
0.07,"[839, 199, 282, 355]",0.0,0.13,0.0,0.54,0.23,0.03
0.07,"[839, 199, 282, 355]",0.0,0.13,0.0,0.54,0.23,0.03
0.06,"[842, 203, 280, 349]",0.0,0.12,0.0,0.58,0.23,0.01
0.06,"[842, 203, 280, 349]",0.0,0.12,0.0,0.58,0.23,0.01
0.06,"[842, 205, 281, 349]",0.0,0.08,0.0,0.61,0.23,0.01
0.06,"[841, 205, 282, 349]",0.0,0.08,0.0,0.62,0.23,0.01
0.06,"[841, 205, 282, 349]",0.0,0.08,0.0,0.62,0.23,0.01
0.09,"[840, 201, 282, 355]",0.0,0.09,0.0,0.52,0.28,0.02
0.09,"[840, 201, 282, 355]",0.0,0.1,0.0,0.52,0.28,0.02
0.09,"[845, 204, 279, 350]",0.0,0.09,0.0,0.47,0.32,0.03
0.08,"[845, 203, 279, 351]",0.0,0.1,0.0,0.46,0.34,0.03
0.07,"[841, 203, 281, 354]",0.0,0.07,0.0,0.63,0.21,0.02
0.07,"[841, 207, 280, 351]",0.0,0.07,0.0,0.62,0.22,0.02
0.07,"[841, 207, 280, 351]",0.0,0.07,0.0,0.62,0.23,0.02
0.04,"[842, 207, 279, 351]",0.0,0.06,0.0,0.68,0.18,0.03
0.05,"[843, 207, 277, 350]",0.0,0.09,0.0,0.6,0.23,0.03
0.05,"[842, 207, 278, 350]",0.0,0.08,0.0,0.6,0.24,0.02
0.04,"[823, 194, 295, 378]",0.0,0.07,0.0,0.55,0.33,0.01
0.04,"[823, 194, 295, 378]",0.0,0.07,0.0,0.55,0.33,0.01
0.03,"[824, 195, 294, 376]",0.0,0.07,0.0,0.63,0.26,0.01
0.03,"[824, 195, 294, 376]",0.0,0.07,0.0,0.62,0.27,0.01
0.03,"[824, 195, 294, 376]",0.0,0.07,0.0,0.62,0.27,0.01
0.06,"[833, 203, 287, 361]",0.0,0.09,0.0,0.44,0.39,0.02
0.06,"[833, 203, 287, 361]",0.0,0.09,0.0,0.45,0.38,0.02
0.06,"[834, 204, 286, 360]",0.0,0.09,0.0,0.46,0.36,0.03
0.06,"[834, 203, 286, 362]",0.0,0.1,0.0,0.41,0.39,0.04
0.06,"[834, 203, 286, 362]",0.0,0.1,0.0,0.41,0.39,0.04
0.06,"[835, 204, 286, 360]",0.0,0.1,0.0,0.46,0.3,0.07
0.06,"[835, 204, 285, 360]",0.0,0.1,0.0,0.47,0.31,0.07
0.08,"[834, 202, 286, 362]",0.0,0.09,0.0,0.39,0.39,0.06
0.09,"[835, 202, 286, 361]",0.0,0.09,0.0,0.39,0.37,0.06
0.09,"[835, 202, 286, 361]",0.0,0.09,0.0,0.39,0.37,0.06
0.09,"[838, 205, 284, 356]",0.0,0.13,0.0,0.38,0.35,0.05
0.09,"[836, 204, 285, 358]",0.0,0.13,0.0,0.36,0.37,0.05
0.08,"[840, 207, 282, 352]",0.0,0.15,0.0,0.47,0.27,0.03
0.08,"[840, 207, 282, 352]",0.0,0.15,0.0,0.47,0.27,0.03
0.08,"[840, 207, 282, 352]",0.0,0.15,0.0,0.47,0.27,0.03
0.06,"[843, 209, 283, 350]",0.0,0.17,0.0,0.48,0.24,0.04
0.06,"[843, 209, 283, 350]",0.0,0.17,0.0,0.48,0.24,0.04
0.07,"[843, 209, 284, 351]",0.0,0.12,0.0,0.52,0.26,0.03
0.07,"[843, 209, 284, 351]",0.0,0.12,0.0,0.52,0.26,0.03
0.07,"[828, 197, 294, 367]",0.0,0.08,0.0,0.43,0.41,0.01
0.09,"[849, 209, 280, 348]",0.0,0.11,0.0,0.52,0.26,0.02
0.08,"[849, 209, 279, 348]",0.0,0.11,0.0,0.53,0.25,0.02
0.06,"[850, 208, 278, 349]",0.0,0.09,0.0,0.63,0.19,0.03
0.06,"[850, 208, 278, 349]",0.0,0.09,0.0,0.63,0.19,0.02
0.06,"[850, 208, 278, 349]",0.0,0.09,0.0,0.63,0.19,0.02
0.08,"[848, 205, 280, 350]",0.0,0.08,0.0,0.65,0.18,0.02
0.08,"[848, 205, 280, 350]",0.0,0.08,0.0,0.64,0.18,0.02
0.07,"[848, 202, 281, 350]",0.0,0.09,0.0,0.62,0.2,0.02
0.06,"[848, 202, 281, 351]",0.0,0.08,0.0,0.64,0.2,0.01
0.06,"[847, 202, 281, 350]",0.0,0.09,0.0,0.66,0.18,0.01
0.08,"[845, 194, 282, 350]",0.0,0.1,0.0,0.6,0.2,0.02
0.07,"[845, 195, 282, 349]",0.0,0.09,0.0,0.63,0.2,0.02
0.09,"[847, 190, 281, 352]",0.0,0.14,0.0,0.53,0.22,0.01
0.08,"[847, 190, 281, 351]",0.0,0.11,0.0,0.62,0.19,0.01
0.08,"[847, 190, 281, 351]",0.0,0.11,0.0,0.62,0.19,0.01
0.05,"[831, 168, 296, 366]",0.0,0.13,0.0,0.54,0.27,0.01
0.05,"[831, 168, 296, 366]",0.0,0.13,0.0,0.55,0.26,0.01
0.13,"[849, 175, 281, 343]",0.0,0.2,0.0,0.42,0.23,0.02
0.14,"[848, 175, 282, 342]",0.0,0.21,0.0,0.38,0.26,0.01
0.14,"[848, 175, 282, 342]",0.0,0.21,0.0,0.38,0.26,0.01
0.16,"[850, 173, 277, 336]",0.0,0.27,0.0,0.29,0.27,0.02
0.15,"[851, 173, 277, 336]",0.0,0.31,0.0,0.28,0.25,0.01
0.14,"[851, 171, 277, 332]",0.0,0.33,0.0,0.29,0.22,0.02
0.16,"[852, 170, 275, 333]",0.0,0.28,0.0,0.28,0.25,0.02
0.16,"[852, 170, 275, 333]",0.0,0.28,0.0,0.29,0.25,0.02
0.11,"[852, 169, 274, 329]",0.0,0.32,0.0,0.28,0.27,0.02
0.12,"[852, 170, 274, 328]",0.0,0.32,0.0,0.27,0.26,0.03
0.09,"[852, 169, 275, 329]",0.0,0.36,0.0,0.29,0.24,0.02
0.08,"[852, 169, 275, 329]",0.0,0.36,0.0,0.3,0.24,0.02
0.01,"[850, 201, 272, 341]",0.0,0.06,0.0,0.86,0.07,0.01
0.01,"[842, 199, 280, 346]",0.0,0.05,0.0,0.86,0.07,0.01
0.01,"[842, 199, 280, 346]",0.0,0.05,0.0,0.86,0.07,0.01
0.01,"[842, 199, 280, 346]",0.0,0.05,0.0,0.86,0.07,0.01
0.01,"[843, 198, 278, 349]",0.0,0.05,0.0,0.85,0.07,0.01
0.01,"[842, 198, 280, 349]",0.0,0.05,0.0,0.85,0.07,0.01
0.01,"[842, 198, 280, 349]",0.0,0.05,0.0,0.85,0.07,0.01
0.01,"[842, 198, 280, 349]",0.0,0.05,0.0,0.85,0.07,0.01
